"フィーチャID","形状(WKT)","行政区域コード （P29_001）","学校コード （P29_002）","学校分類 （P29_003）","名称 （P29_004）","所在地 （P29_005）","管理者コード （P29_006）","休校区分 （P29_007）","期間開始日時","期間終了日時","作成者","作成日時","更新者","更新日時"
"1220","POINT(137.391969 35.168913)","23211","B123210005918","16001","明和小学校","豊田市平沢町赤田和21-8","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1221","POINT(137.349785 35.162923)","23211","B123210005927","16001","新盛小学校","豊田市新盛町深沼24-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1222","POINT(137.31556 35.165222)","23211","B123210005936","16001","大蔵小学校","豊田市大蔵町本城9-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1223","POINT(137.30555 35.183969)","23211","B123210005945","16001","御蔵小学校","豊田市御蔵町辻43","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1224","POINT(137.295838 35.027434)","23211","B123210005954","16001","花山小学校","豊田市下山田代町万徳前16-4","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1225","POINT(137.322496 35.041496)","23211","B123210005963","16001","大沼小学校","豊田市大沼町青木1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1226","POINT(137.380693 35.043)","23211","B123210005972","16001","巴ケ丘小学校","豊田市大桑町別当56","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1227","POINT(137.362668 35.234031)","23211","B123210005981","16001","小渡小学校","豊田市下切町平田3012-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1228","POINT(137.358914 35.204888)","23211","B123210005990","16001","敷島小学校","豊田市杉本町稲場下27-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1229","POINT(137.507142 35.217478)","23211","B123210006007","16001","稲武小学校","豊田市稲武町ｼﾓ田20-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1230","POINT(137.142046 35.127352)","23211","B123210006016","16001","浄水北小学校","豊田市浄水町原山8-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1231","POINT(137.08481 34.965479)","23212","B123210006025","16001","安城中部小学校","安城市大東町12-8","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1232","POINT(137.095448 34.94576)","23212","B123210006034","16001","安城南部小学校","安城市安城町城堀48","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1233","POINT(137.058396 34.944759)","23212","B123210006043","16001","安城西部小学校","安城市福釜町猿町128","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1234","POINT(137.107308 34.957203)","23212","B123210006052","16001","安城東部小学校","安城市大岡町前畑72-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1235","POINT(137.086349 34.993403)","23212","B123210006061","16001","安城北部小学校","安城市今本町8-9-9","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1236","POINT(137.083144 34.953258)","23212","B123210006070","16001","錦町小学校","安城市錦町9-39","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1237","POINT(137.027733 34.944786)","23212","B123210006089","16001","高棚小学校","安城市高棚町蛭田44","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1238","POINT(137.027512 34.903708)","23212","B123210006098","16001","明和小学校","安城市東端町明和66","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1239","POINT(137.115946 34.980395)","23212","B123210006105","16001","志貴小学校","安城市柿碕町御用地45","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1240","POINT(137.08692 34.907982)","23212","B123210006114","16001","桜井小学校","安城市小川町清水道6-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1241","POINT(137.075991 34.98177)","23212","B123210006123","16001","作野小学校","安城市篠目町4-22-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1242","POINT(137.0847 34.939121)","23212","B123210006132","16001","祥南小学校","安城市安城町庚申11","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1243","POINT(137.045982 34.91879)","23212","B123210006141","16001","丈山小学校","安城市和泉町南本郷1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1244","POINT(137.051091 34.972949)","23212","B123210006150","16001","二本木小学校","安城市緑町1-23-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1245","POINT(137.097948 34.997531)","23212","B123210006169","16001","里町小学校","安城市里町足取1-5","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1246","POINT(137.080144 34.960618)","23212","B123210006178","16001","桜町小学校","安城市桜町15-5","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1247","POINT(137.09656 34.92329)","23212","B123210006187","16001","桜林小学校","安城市桜井町中狭間35-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1248","POINT(137.094809 34.968645)","23212","B123210006196","16001","新田小学校","安城市新田町新栄100","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1249","POINT(137.085588 34.98231)","23212","B123210006203","16001","今池小学校","安城市今池町2-1-52","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1250","POINT(137.064661 34.959811)","23212","B123210006212","16001","三河安城小学校","安城市箕輪町昭和47","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1251","POINT(137.065316 34.975266)","23212","B123210006221","16001","梨の里小学校","安城市篠目町溝川38","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1252","POINT(137.049178 34.865602)","23213","B123210006230","16001","西尾小学校","西尾市錦城町162-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1253","POINT(137.05715 34.861186)","23213","B123210006249","16001","花ノ木小学校","西尾市高畠町6-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1254","POINT(137.071759 34.876518)","23213","B123210006258","16001","八ツ面小学校","西尾市八ﾂ面町市場71","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1255","POINT(137.040985 34.873016)","23213","B123210006267","16001","西野町小学校","西尾市上町御所ﾉ下20","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1256","POINT(137.055677 34.894488)","23213","B123210006276","16001","米津小学校","西尾市米津町家下18","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1257","POINT(137.022422 34.869133)","23213","B123210006285","16001","中畑小学校","西尾市中畑町犬塚65","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1258","POINT(137.019875 34.861435)","23213","B123210006294","16001","平坂小学校","西尾市平坂町輪当1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1259","POINT(137.030569 34.854353)","23213","B123210006301","16001","矢田小学校","西尾市上矢田町神明寺24","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1260","POINT(137.018209 34.837549)","23213","B123210006310","16001","寺津小学校","西尾市巨海町若宮西25-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1261","POINT(137.045136 34.835694)","23213","B123210006329","16001","福地南部小学校","西尾市熱池町古新田42","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1262","POINT(137.059595 34.845993)","23213","B123210006338","16001","福地北部小学校","西尾市鵜ヶ池町大道10","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1263","POINT(137.097646 34.85816)","23213","B123210006347","16001","室場小学校","西尾市室町東毘沙門32","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1264","POINT(137.100395 34.880435)","23213","B123210006356","16001","三和小学校","西尾市米野町松葉内25","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1265","POINT(137.055038 34.880017)","23213","B123210006365","16001","鶴城小学校","西尾市桜町溜池27-5","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1266","POINT(137.025195 34.815205)","23213","B123210006374","16001","一色中部小学校","西尾市一色町一色下乾地55","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1267","POINT(137.038839 34.79718)","23213","B123210006383","16001","一色東部小学校","西尾市一色町野田堤外36","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1268","POINT(137.015711 34.821859)","23213","B123210006392","16001","一色西部小学校","西尾市一色町治明通縄68","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1269","POINT(137.017097 34.810228)","23213","B123210006409","16001","一色南部小学校","西尾市一色町中外沢上大割115","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1270","POINT(137.072538 34.827857)","23213","B123210006418","16001","横須賀小学校","西尾市吉良町上横須賀字菱池13-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1271","POINT(137.095675 34.826308)","23213","B123210006427","16001","津平小学校","西尾市吉良町津平字大入1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1272","POINT(137.06283 34.808261)","23213","B123210006436","16001","荻原小学校","西尾市吉良町荻原字烏帽子16","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1273","POINT(137.065754 34.79665)","23213","B123210006445","16001","吉田小学校","西尾市吉良町吉田大切間18","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1274","POINT(137.080592 34.789052)","23213","B123210006454","16001","白浜小学校","西尾市吉良町大字白浜新田北切1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
